대분류,중분류,순위,상호,대표자,소재지,등록번호,시공능력평가액,공사실적평가액,경영평가액,기술능력평가액,신인도평가액,건설공사실적,기술자수
소방설비,소방시설공사업(일반·전기),6,주식회사 라인전기,이호동,서울,2020-02-00454,807900,,,,,,
소방설비,소방시설공사업(전문),5060,주식회사 삼미방재,형요엘,전남광주(전남),2024-02-00193,807600,,,,,,
소방설비,소방시설공사업(전문),5061,퍼스트디앤씨 주식회사,이준성,경기(남),2022-02-00495,807600,,,,,,
소방설비,소방시설공사업(전문),5062,주식회사 대신소방,신대용,경북,2020-02-00502,807500,,,,,,
소방설비,소방시설공사업(전문),5063,(주)모든전기,강신석,전남광주(전남),제95-15호,807400,,,,,,
소방설비,소방시설공사업(전문),5064,주식회사 대명전기,조선자,경기(남),2022-02-00494,807400,,,,,,
소방설비,소방시설공사업(전문),5065,(주)오노프산전,나명열,서울,2022-02-00034,806900,,,,,,
소방설비,소방시설공사업(전문),5066,주식회사 새빛전기,김미화,대구,2017-02-00554,806500,,,,,,
소방설비,소방시설공사업(전문),5067,주식회사 가온소방,강문영,전남광주(광주),2025-02-00064,806000,,,,,,
소방설비,소방시설공사업(전문),5068,주식회사 성근테크,강성호,충북,2020-02-00016,805500,,,,,,
소방설비,소방시설공사업(전문),5069,(주)청봉건업,문정하,서울,제구로2000-11호,804900,,,,,,
소방설비,소방시설공사업(전문),5070,(주)하나안전기술단,오영민,경기(남),2023-02-00362,803700,,,,,,
소방설비,소방시설공사업(전문),5071,(주)동민엔지니어링,한동석,부산,제2008-01호,803700,,,,,,
소방설비,소방시설공사업(전문),5072,(주)금봉기업,이민화,인천,인천남동제2014-7호,803400,,,,,,
